File;ORM_check;ORM_invited_or_challange;IRM_check;IRM_invited_or_challange;Folder;ID;Start Date;End Date;Process Category;Tribe;Type
;;;;;Hypotheken - WUB/WUB SpaarXtra Hypotheek/2024-09-24 Extra aflossingen spaarhypotheken WUB;3202;2024-09-24 00:00:00;2024-12-12 00:00:00;Other change (non-PAP);Tribe Mortgages;Change
;;;;;Easy Banking/Communication/2024-09-26 SEO Content optimalisaties;3208;2024-09-26 00:00:00;2024-12-19 00:00:00;Communication;Easy Banking;Change
;;;;;Lenen zakelijk/Z_Other/2024-09-26 Blocking of accounts from payment orders;3209;2024-09-26 00:00:00;2024-10-09 00:00:00;Other change (non-PAP);Tribe Business Lending;Change
;;;;;Lenen zakelijk/Z_Other/2024-09-30 Customer 360 view (in Blend);3213;2024-09-30 00:00:00;2024-11-28 00:00:00;(blank);Tribe Business Lending;Change
;;;;;Digital Sales/Consumer Loans/2024-09-30 Campagne Private Lease Occasions;3215;2024-09-30 00:00:00;2024-10-25 00:00:00;Communication;Tribe Digital & Customer Interactions;Change
;;;;;Hypotheken/ILM/2024-10-01 Discount Woonlasten insurrance for mortgages;3219;2024-10-01 00:00:00;2024-11-10 00:00:00;Communication;Tribe Mortgages;Change
;;;;;Z_Other/Tribe Investments/2024-10-02 Beleggen Mail 2024  2025;3223;2024-10-02 00:00:00;2024-12-12 00:00:00;Communication;Tribe Investments;Change
;;;;;Easy Banking/Communication/2024-10-02 Contentcommunication cashback action Eenvoudig Beleggen;3225;2024-10-02 00:00:00;2024-10-29 00:00:00;Communication;Easy Banking;Change
;;;;;Transaction Services/Other/2024-10-04 Domestic cashmanagement (stelsels);3228;2024-10-04 00:00:00;2024-12-12 00:00:00;Other change (non-PAP);Transaction Services;Change
;;;;;Private Banking _ Wealth/Adviesteam Vermogen/2024-10-08 ATV Push notification;3229;2024-10-08 00:00:00;2024-10-08 00:00:00;Communication;Private Banking & Wealth Mgt (Advice);Change
;;;;;Lenen zakelijk/Z_Other/2024-10-08 Excel extract of GZ Lending Model;3232;2024-10-08 00:00:00;2024-11-28 00:00:00;(blank);Tribe Business Lending;Change
;;;;;Beleggingsrekeningen/Eenvoudig Beleggen/2024-10-09 Eenvoudig Beleggen filmpjes;3234;2024-10-09 00:00:00;2024-10-15 00:00:00;Communication;Tribe Investments;Change
;;;;;Beleggingsrekeningen/Vermogensbeheer/2024-10-09 Large banner about Vermogensbeheer on English ING.nl homepage;3235;2024-10-09 00:00:00;2024-10-15 00:00:00;(blank);Tribe Investments;Change
;;;;;Hypotheken - WUB/Z_Other/2024-10-10 wijzigen beleid inlegdepot 2024;3236;2024-10-10 00:00:00;2025-03-17 00:00:00;Other change (non-PAP);Tribe Mortgages;Change
;;;;;Hypotheken - WUB/Z_Other/2024-10-10 Vergoedingsvrij zekerheden inbrengen bij productomzettingen;3237;2024-10-10 00:00:00;2024-12-30 00:00:00;Other change (non-PAP);Tribe Mortgages;Change
;;;;;Current accounts/Betaalrekening/2024-10-11 Incentive Bank Switching Service to boost PMC in N2B;3244;2024-10-11 00:00:00;2024-10-14 00:00:00;Other change (non-PAP);Tribe Daily Banking & Digital First;Change
;;;;;Current accounts/Z_Other/2024-10-11 Open Internal Business Current Account;3246;2024-10-11 00:00:00;2024-10-17 00:00:00;Other change (non-PAP);Tribe Daily Banking & Digital First;Change
;;;;;Private Banking _ Wealth/Z_Other/2024-10-14 Interview Life After Football;3249;2024-10-14 00:00:00;2024-10-14 00:00:00;Communication;Private Banking & Wealth Mgt (Advice);Change
;;;;;Beleggingsrekeningen/Zelf op de Beurs/2024-10-14 Commerciele uitingen ZOB squad Q4;3250;2024-10-14 00:00:00;2025-01-08 00:00:00;Communication;Tribe Investments;Change
;;;;;Private Banking _ Wealth/Z_Other/2024-10-14 De Dikke Blauwe  kansen en bedreigingen data;3251;2024-10-14 00:00:00;2024-10-14 00:00:00;Communication;Private Banking & Wealth Mgt (Advice);Change
;;;;;Customer Data/Process change/2024-10-14 20241014 Decom DRO for Endorsements;3252;2024-10-14 00:00:00;2025-04-03 00:00:00;Risk assessment (non-PAP);Tribe Digital Business Banking;Change
;;;;;Fraud/Process change/2024-10-15 PoC cool down period;3254;2024-10-15 00:00:00;2024-11-22 00:00:00;Risk assessment (non-PAP);Tribe Fraud & Cyber Security;Change
;;;;;Digital Sales/Z_Other/2024-10-15 Giro555 Donation;3255;2024-10-15 00:00:00;2024-10-21 00:00:00;Communication;Tribe Digital & Customer Interactions;Change
;;;;;Private Banking _ Wealth/Campagnes/2024-10-15 Linkedin Post  Private Markets Day  October 16;3256;2024-10-15 00:00:00;2024-10-17 00:00:00;Communication;Private Banking & Wealth Mgt (Advice);Change
;;;;;Digital Sales/Investments - Verdi/2024-10-16 Content change on EB PDP;3258;2024-10-16 00:00:00;2024-10-21 00:00:00;Communication;Tribe Digital & Customer Interactions;Change
;;;;;Beleggingsrekeningen/Eenvoudig Beleggen/2024-10-16 Market dip communication v2;3259;2024-10-16 00:00:00;2024-10-22 00:00:00;Communication;Tribe Investments;Change
;;;;;Beleggingsrekeningen/Z_Other/2024-10-16 Transactionoverview;3261;2024-10-16 00:00:00;2024-10-18 00:00:00;Other change (non-PAP);Tribe Investments;Change
;;;;;Private Banking _ Wealth/Z_Other/2024-10-16 Businesswise interview Marcel Belt;3264;2024-10-16 00:00:00;2024-10-16 00:00:00;Communication;Private Banking & Wealth Mgt (Advice);Change
;;;;;Beleggingsrekeningen/Vermogensbeheer/2024-10-16 Personal LinkedIn Post by Niek  Private Markets Day  October 16;3265;2024-10-16 00:00:00;2024-10-18 00:00:00;Communication;Tribe Investments;Change
;;;;;Business advice and sales/Communication/2024-10-17 Placing Smart Investment calculator on ING BB webpages;3266;2024-10-17 00:00:00;2024-10-17 00:00:00;Communication;Business Banking Sales;Change
;;;;;Lenen zakelijk/Other_unkown/2024-10-17 PARP Other Documentation;3268;2024-10-17 00:00:00;2024-12-10 00:00:00;Communication;Tribe Business Lending;Change
;;;;;Business advice and sales/Communication/2024-10-18 Verzekeringen Allianz;3270;2024-10-18 00:00:00;2024-10-18 00:00:00;Communication;Business Banking Sales;Change
;;;;;Hypotheken/Z_Other/2024-10-18 Changes acceptance policy Mortgages January 2025;3272;2024-10-18 00:00:00;2024-12-10 00:00:00;Other change (non-PAP);Tribe Mortgages;Change
;;;;;Digital Sales/Personalization/2024-10-07 ING Research to EN users;3275;2024-10-07 00:00:00;2024-10-21 00:00:00;Communication;Tribe Digital & Customer Interactions;Change
;;;;;Z_Other/Tribe Business Lending/2024-10-21 ING CheckAhead Updated communications (incl press release);3276;2024-10-21 00:00:00;2024-11-28 00:00:00;Communication;Tribe Business Lending;Change
;;;;;Hypotheken/ILM/2024-10-22 Tips voor een warm huis;3280;2024-10-22 00:00:00;2025-03-21 00:00:00;Communication;Tribe Mortgages;Change
;;;;;Branding/Other/2024-10-22 ING Winterparadise 2024;3281;2024-10-22 00:00:00;2024-12-20 00:00:00;Risk assessment (non-PAP);CoE Communications & Brand Experience;Change
;;;;;KYC/Process change/2024-10-22 Enhanced Review FATCACRS;3283;2024-10-22 00:00:00;2024-11-27 00:00:00;Other change (non-PAP);Tribe KYC Services;Change
;;;;;Digital Sales/Consumer Loans/2024-10-22 Loans  SEO  leningaanvragen  lenen;3285;2024-10-22 00:00:00;2024-10-28 00:00:00;Communication;Tribe Digital & Customer Interactions;Change
;;;;;Easy Banking/Communication/2024-10-23 Contentcommunication cashback action Vermogensbeheer;3291;2024-10-23 00:00:00;2024-12-18 00:00:00;Communication;Easy Banking;Change
;;;;;Private Banking _ Wealth/Campagnes/2024-10-24 Wealth Beyond Yourself  Branded content Guus van Puijenbroek;3294;2024-10-24 00:00:00;2024-11-01 00:00:00;Communication;Private Banking & Wealth Mgt (Advice);Change
;;;;;Current accounts/Betaalrekening/2024-10-24 Expat B2B campaign Nov 2024;3295;2024-10-24 00:00:00;2025-02-12 00:00:00;Communication;Tribe Daily Banking & Digital First;Change
;;;;;Digital Sales/Current accounts/2024-10-25 Betaalrekening Product Feature Carousel;3298;2024-10-25 00:00:00;2024-11-19 00:00:00;Other change (non-PAP);Tribe Digital & Customer Interactions;Change
;;;;;Digital Sales/Insurance/2024-10-25 Autoverzekering  productpagina UX optimalisatie;3299;2024-10-25 00:00:00;2024-10-28 00:00:00;Communication;Tribe Digital & Customer Interactions;Change
;;;;;Digital Sales/Current accounts/2024-10-25 Priority message Member get Member;3301;2024-10-25 00:00:00;2024-11-13 00:00:00;Communication;Tribe Digital & Customer Interactions;Change
;;;;;Branding/Other/2024-10-25 2024 Idea (Fonk) tooling;3302;2024-10-25 00:00:00;2024-10-30 00:00:00;Risk assessment (non-PAP);CoE Communications & Brand Experience;Change
;;;;;Digital Sales/Personalization/2024-10-28 EOY insights to customers;3303;2024-10-28 00:00:00;2024-10-31 00:00:00;Communication;Tribe Digital & Customer Interactions;Change
;;;;;Z_Other/Tribe Daily Banking & Digital First/2024-10-28 Campaign Katsjing;3304;2024-10-28 00:00:00;2024-11-20 00:00:00;Communication;Tribe Daily Banking & Digital First;Change
;;;;;Digital Sales/Personalization/2024-10-28 New Push Notification  End of year push towards inactive app customers;3305;2024-10-28 00:00:00;2025-01-13 00:00:00;Communication;Tribe Digital & Customer Interactions;Change
;;;;;Hypotheken - WUB/Unsecured mailen/2024-10-28 Brief 3 verzoek aanmaken MijnWUB account (Unsecured emailen);3308;2024-10-28 00:00:00;2024-10-29 00:00:00;Communication;Tribe Mortgages;Change
;;;;;Hypotheken/ILM/2024-10-29 Change end of term letter;3311;2024-10-29 00:00:00;2025-01-06 00:00:00;Communication;Tribe Mortgages;Change
;;;;;Z_Other/Tribe Business Lending/2024-10-29 PIAS database  BLend API connection;3312;2024-10-29 00:00:00;2025-04-10 00:00:00;Other change (non-PAP);Tribe Business Lending;Change
;;;;;Digital Sales/Investments - Verdi/2024-10-29 Bulk email POC BlueBillyWig;3315;2024-10-29 00:00:00;2024-12-13 00:00:00;Communication;Tribe Digital & Customer Interactions;Change
;;;;;Easy Banking/Communication/2024-10-29 Customer article goed voorbereid naar de dealer;3316;2024-10-29 00:00:00;2024-12-18 00:00:00;Communication;Easy Banking;Change
;;;;;Digital Sales/Personalization/2024-10-29 New Push Notification  iDEAL 2.0 Profile Update;3318;2024-10-29 00:00:00;2024-11-11 00:00:00;Communication;Tribe Digital & Customer Interactions;Change
;;;;;Persoonlijke Lening/Herstructurering/2024-10-30 Customer Communication Herstructureringskrediet;3319;2024-10-30 00:00:00;2024-11-29 00:00:00;Communication;Consumer Lending & Insurance;Change
;;;;;Digital Sales/Insurance/2024-10-30 Insurance  SEO  doorlopende reis en werelddekking;3322;2024-10-30 00:00:00;2024-11-19 00:00:00;Communication;Tribe Digital & Customer Interactions;Change
;;;;;Easy Banking/Communication/2024-10-30 Campaign Accountans  Bookkeepers;3323;2024-10-30 00:00:00;2025-03-13 00:00:00;Communication;Easy Banking;Change
;;;;;Facility Management/Other/2024-10-31 Implementation MyCarMyVisitor;3326;2024-10-31 00:00:00;2025-03-13 00:00:00;Other change (non-PAP);CREFS;Change
;;;;;Private Banking _ Wealth/Internetpagina/2024-11-01 Webpaginas vermogensbelasting  new emails;3329;2024-11-01 00:00:00;2024-11-19 00:00:00;Communication;Private Banking & Wealth Mgt (Advice);Change
;;;;;Verzekeren/Z_Other/2024-11-03 Insurance FAQs;3331;2024-11-03 00:00:00;2024-11-12 00:00:00;Communication;Consumer Lending & Insurance;Change
;;;;;Beleggingsrekeningen/Vermogensbeheer/2024-11-04 Add question to ING.nl FAQ page  How long until my order is executed;3337;2024-11-04 00:00:00;2024-11-05 00:00:00;Communication;Tribe Investments;Change
;;;;;Beleggingsrekeningen/Beleggen App/2024-11-05 Mobile Investment App migration communication phase 3;3338;2024-11-05 00:00:00;2024-11-28 00:00:00;Communication;Tribe Investments;Change
;;;;;Hypotheken/ILM/2024-11-05 Upgrade Check product page;3339;2024-11-05 00:00:00;2025-03-21 00:00:00;Communication;Tribe Mortgages;Change
;;;;;Beleggingsrekeningen/Beleggen App/2024-11-05 Mobile Investment App migration communication phase 4;3341;2024-11-05 00:00:00;2025-01-16 00:00:00;Communication;Tribe Investments;Change
;;;;;Beleggingsrekeningen/Beleggen App/2024-11-05 Mobile Investment App migration communication phase 5;3342;2024-11-05 00:00:00;2025-01-27 00:00:00;Communication;Tribe Investments;Change
;;;;;Hypotheken/Origination/2024-11-06 Expat Articles on DutchReview;3343;2024-11-06 00:00:00;2025-01-28 00:00:00;Communication;Tribe Mortgages;Change
;;;;;Z_Other/Tribe Daily Banking & Digital First/2024-11-07 Klanten bellen via Twilio;3346;2024-11-07 00:00:00;2024-12-17 00:00:00;Risk assessment (non-PAP);Tribe Daily Banking & Digital First;Change
;;;;;Z_Other/Tribe Daily Banking & Digital First/2024-11-07 Digihandig;3348;2024-11-07 00:00:00;2025-02-19 00:00:00;Other change (non-PAP);Tribe Daily Banking & Digital First;Change
;;;;;Digital Sales/Z_Other/2024-11-08 EnOf DO Page Improvements;3349;2024-11-08 00:00:00;2024-11-11 00:00:00;Communication;Tribe Digital & Customer Interactions;Change
;;;;;Beleggingsrekeningen/Eenvoudig Beleggen/2024-11-08 FAQ uitbreiding  Opzeggen Engels;3352;2024-11-08 00:00:00;2025-02-06 00:00:00;Communication;Tribe Investments;Change
;;;;;Private Banking _ Wealth/Z_Other/2024-11-08 Artikel De Dikke Blauwe  interview met Andr Nijhof;3353;2024-11-08 00:00:00;2024-11-12 00:00:00;Communication;Private Banking & Wealth Mgt (Advice);Change
;;;;;Digital Sales/Savings/2024-11-08 Always On Communication Theme 1;3354;2024-11-08 00:00:00;2024-12-04 00:00:00;Communication;Tribe Digital & Customer Interactions;Change
;;;;;Digital Sales/Savings/2024-11-08 Always On Communication Theme 2;3355;2024-11-08 00:00:00;2024-12-05 00:00:00;Communication;Tribe Digital & Customer Interactions;Change
;;;;;Digital Sales/Savings/2024-11-08 Always On Communication Theme 3;3356;2024-11-08 00:00:00;2024-12-08 00:00:00;Communication;Tribe Digital & Customer Interactions;Change
;;;;;Branding/Communication/2024-11-11 2024 ING Upgrade Digital Magazine;3360;2024-11-11 00:00:00;2024-12-20 00:00:00;Risk assessment (non-PAP);CoE Communications & Brand Experience;Change
;;;;;Beleggingsrekeningen/Eenvoudig Beleggen/2024-11-13 Eenvoudig Beleggen  leegboek order melding;3364;2024-11-13 00:00:00;2024-11-14 00:00:00;Communication;Tribe Investments;Change
;;;;;Customer Data/Process change/2024-11-13 Store SBIcodes in OnePAM for NonKVK registered Customers;3365;2024-11-13 00:00:00;2024-12-04 00:00:00;(blank);Tribe Digital Business Banking;Change
;;;;;Fraud/Organisational change/2024-11-13 Disputes processes to ING Hub PH;3367;2024-11-13 00:00:00;2025-04-03 00:00:00;Other change (non-PAP);Tribe Fraud & Cyber Security;Change
;;;;;Z_Other/Tribe Daily Banking & Digital First/2024-11-14 Introduction of 3 Relation flows (onboarding Individuals) for Branches;3369;2024-11-14 00:00:00;2024-11-14 00:00:00;(blank);Tribe Daily Banking & Digital First;Change
;;;;;Cash/Verpakt Storten/2024-11-14 update terms and conditions sealbags;3370;2024-11-14 00:00:00;2024-11-28 00:00:00;Other change (non-PAP);Tribe Payments;Change
;;;;;Beyond Banking/ING Punten/2024-11-14 ING Points for Charity;3372;2024-11-14 00:00:00;2025-02-25 00:00:00;Communication;Tribe Daily Banking & Digital First;Change
;;;;;Current accounts/G-rekening/2024-11-15 Modification letter Grekening;3378;2024-11-15 00:00:00;2025-02-21 00:00:00;Communication;Tribe Daily Banking & Digital First;Change
;;;;;Credit Cards/Creditcard/2024-11-15 Execution Winddown Revolving Credit cards;3379;2024-11-15 00:00:00;2025-04-07 00:00:00;Risk assessment (non-PAP);Tribe Payments;Change
;;;;;Beleggingsrekeningen/Vermogensbeheer/2024-11-15 Client feedback tool in the DPM order flow  Phase 2;3380;2024-11-15 00:00:00;2025-02-03 00:00:00;Communication;Tribe Investments;Change
;;;;;Beleggingsrekeningen/Vermogensbeheer/2024-11-15 DPM Strategy positions;3384;2024-11-15 00:00:00;2025-01-28 00:00:00;Communication;Tribe Investments;Change
;;;;;Beleggingsrekeningen/Vermogensbeheer/2024-11-15 DPM Strategy allocation;3385;2024-11-15 00:00:00;2025-03-12 00:00:00;Communication;Tribe Investments;Change
;;;;;Beleggingsrekeningen/Vermogensbeheer/2024-11-15 Add question to ING.nl FAQ page  What is a LEI and do I need one;3386;2024-11-15 00:00:00;2024-11-27 00:00:00;Communication;Tribe Investments;Change
;;;;;Digital Sales/Investments - Verdi/2024-11-18 Extra adcopy investments Google Ads;3388;2024-11-18 00:00:00;2024-11-26 00:00:00;Communication;Tribe Digital & Customer Interactions;Change
;;;;;Kantoren/ING Huizen/2024-11-19 Vooraankondiging bellen door ATH;3393;2024-11-19 00:00:00;2025-02-19 00:00:00;Communication;Tribe Daily Banking & Digital First;Change
;;;;;Z_Other/Tribe Business Lending/2024-11-19 Digitize recovery flows  1st MVP PART A;3397;2024-11-19 00:00:00;2025-04-14 00:00:00;Other change (non-PAP);Tribe Business Lending;Change
;;;;;Branding/Communication/2024-11-19 2024 Trustpilot;3399;2024-11-19 00:00:00;2025-04-03 00:00:00;Communication;CoE Communications & Brand Experience;Change
;;;;;Digital Sales/Investments - Verdi/2024-11-19 Showing returns in table on EB PDP;3400;2024-11-19 00:00:00;2024-11-22 00:00:00;Communication;Tribe Digital & Customer Interactions;Change
;;;;;Verzekeren/Z_Other/2024-11-20 Reactivation business insurance policy AZ;3404;2024-11-20 00:00:00;2024-11-20 00:00:00;Other change (non-PAP);Consumer Lending & Insurance;Change
;;;;;Digital Sales/Current accounts/2024-11-20 MGM Entrypoint;3407;2024-11-20 00:00:00;2024-11-21 00:00:00;Communication;Tribe Digital & Customer Interactions;Change
;;;;;Beleggingsrekeningen/Eenvoudig Beleggen/2024-11-20 Fund Switch communication;3408;2024-11-20 00:00:00;2024-11-21 00:00:00;Communication;Tribe Investments;Change
;;;;;Beleggingsrekeningen/Vermogensbeheer/2024-11-21 DPM English as a service  Private Banking;3410;2024-11-21 00:00:00;2024-11-28 00:00:00;Communication;Tribe Investments;Change
;;;;;Beleggingsrekeningen/Eenvoudig Beleggen/2024-11-21 Portfolio Insigts EB;3412;2024-11-21 00:00:00;2024-11-27 00:00:00;Communication;Tribe Investments;Change
;;;;;Beleggingsrekeningen/Vermogensbeheer/2024-11-22 ING.nl (in English)  ING.nlKIDs;3419;2024-11-22 00:00:00;2025-02-06 00:00:00;Communication;Tribe Investments;Change
;;;;;Beleggingsrekeningen/Beleggen App/2024-11-23 7343866  MBA  Welcome tour through investments;3421;2024-11-23 00:00:00;2024-11-25 00:00:00;Communication;Tribe Investments;Change
;;;;;Digital Sales/Insurance/2024-11-25 Car insurance productpage legal requested changes;3424;2024-11-25 00:00:00;2024-11-25 00:00:00;Communication;Tribe Digital & Customer Interactions;Change
;;;;;Digital Sales/Consumer Loans/2024-11-26 Loans  SEO optimized pages;3427;2024-11-26 00:00:00;2024-12-10 00:00:00;Communication;Tribe Digital & Customer Interactions;Change
;;;;;Digital Sales/Insurance/2024-11-26 Insurance  SEO optimizations;3428;2024-11-26 00:00:00;2024-12-31 00:00:00;Communication;Tribe Digital & Customer Interactions;Change
;;;;;KYC/Process change/2024-11-26 PIFI KYC Onboarding;3430;2024-11-26 00:00:00;2024-12-17 00:00:00;Other change (non-PAP);Tribe KYC Services;Change
;;;;;Verzekeren/ING Autoverzekering/2024-11-27 Car campaign (Autumn 2024);3435;2024-11-27 00:00:00;2025-01-27 00:00:00;Communication;Consumer Lending & Insurance;Change
;;;;;Hypotheken/Origination/2024-11-27 Flyer for entrepreneurs;3436;2024-11-27 00:00:00;2025-02-13 00:00:00;Communication;Tribe Mortgages;Change
;;;;;Digital Sales/Investments - Verdi/2024-11-28 Removing Investment App Content;3438;2024-11-28 00:00:00;2024-11-29 00:00:00;Communication;Tribe Digital & Customer Interactions;Change
;;;;;Beleggingsrekeningen/Vermogensbeheer/2024-11-28 IamExpat newsletter december 2024;3439;2024-11-28 00:00:00;2024-11-29 00:00:00;Communication;Tribe Investments;Change
;;;;;Hypotheken/Z_Other/2024-11-29 Survey Mortgage Check;3441;2024-11-29 00:00:00;2024-12-30 00:00:00;Communication;Tribe Mortgages;Change
;;;;;Digital Sales/Personalization/2024-12-02 Insight Widgets  New Insight Types;3442;2024-12-02 00:00:00;2025-01-26 00:00:00;Communication;Tribe Digital & Customer Interactions;Change
;;;;;Z_Other/Tribe Daily Banking & Digital First/2024-12-02 Reporting Agreements;3446;2024-12-02 00:00:00;2024-12-02 00:00:00;Other change (non-PAP);Tribe Daily Banking & Digital First;Change
;;;;;Payments_Giraal betvk/Instant Payments (MING_app,enkl_inkmnd)/2024-12-02 Instant Payments Regulation;3447;2024-12-02 00:00:00;2024-12-18 00:00:00;Other change (non-PAP);Tribe Payments;Change
;;;;;Private Banking _ Wealth/Campagnes/2024-12-03 Linkedin Post  Private Markets Client events  November;3449;2024-12-03 00:00:00;2024-12-06 00:00:00;Communication;Private Banking & Wealth Mgt (Advice);Change
;;;;;Hypotheken/Z_Other/2024-12-03 Binnen 12 maanden na passerengeen geen mutaties toestaan op beheernormen;3450;2024-12-03 00:00:00;2025-03-21 00:00:00;Other change (non-PAP);Tribe Mortgages;Change
;;;;;Hypotheken/Beleggershypotheek/2024-12-04 Adjust customer mortgage letters;3454;2024-12-04 00:00:00;2025-02-18 00:00:00;Communication;Tribe Mortgages;Change
;;;;;Digital Sales/Investments - Verdi/2024-12-05 Aanpassingen ACOVs ivm max lengte overschreden;3458;2024-12-05 00:00:00;2024-12-20 00:00:00;Communication;Tribe Digital & Customer Interactions;Change
;;;;;Digital Sales/Current accounts/2024-12-06 Retargeting email MGM;3460;2024-12-06 00:00:00;2024-12-30 00:00:00;Communication;Tribe Digital & Customer Interactions;Change
;;;;;Easy Banking/Communication/2024-12-06 Activatiecampagne een persoonlijke kerstgroet;3465;2024-12-06 00:00:00;2024-12-11 00:00:00;Other change (non-PAP);Easy Banking;Change
;;;;;Lenen zakelijk/Z_Other/2024-12-06 Implement new Pricing Model Release 2;3467;2024-12-06 00:00:00;2025-02-24 00:00:00;Other change (non-PAP);Tribe Business Lending;Change
;;;;;Hypotheken/Z_Other/2024-12-09 MDQ318a BSH Incorrecte maandtermijn;3468;2024-12-09 00:00:00;2025-02-18 00:00:00;Communication;Tribe Mortgages;Change
;;;;;Sparen/Groen Spaardeposito/2024-12-09 Fiscal changes Groen Spaardeposito;3474;2024-12-09 00:00:00;2025-02-19 00:00:00;Communication;Tribe Daily Banking & Digital First;Change
;;;;;Digital Sales/Insurance/2024-12-09 Product pagina UX optimalizatie voor alle verzekeringen;3475;2024-12-09 00:00:00;2025-01-13 00:00:00;Communication;Tribe Digital & Customer Interactions;Change
;;;;;Fraud/Process change/2024-12-09 PPMEPIC0047287  Login with QR code;3476;2024-12-09 00:00:00;2025-04-01 00:00:00;Risk assessment (non-PAP);Tribe Fraud & Cyber Security;Change
;;;;;Easy Banking/Communication/2024-12-10 SEO optimalization Daily Business;3477;2024-12-10 00:00:00;2025-03-06 00:00:00;Communication;Easy Banking;Change
;;;;;Current accounts/Z_Other/2024-12-10 Skeleton hidden page changes expat relocators portal and website;3479;2024-12-10 00:00:00;2025-01-16 00:00:00;Communication;Tribe Daily Banking & Digital First;Change
;;;;;Digital Sales/Investments - Verdi/2024-12-11 Two extra sitelinks investments Google Ads;3481;2024-12-11 00:00:00;2024-12-13 00:00:00;Communication;Tribe Digital & Customer Interactions;Change
;;;;;Private Banking _ Wealth/Campagnes/2024-12-11 LinkedIn Post  Private Markets Ambassador Trip Zrich  December;3483;2024-12-11 00:00:00;2024-12-13 00:00:00;Communication;Private Banking & Wealth Mgt (Advice);Change
;;;;;Hypotheken/MINAS/2024-12-12 MinasGateway;3485;2024-12-12 00:00:00;2025-03-10 00:00:00;Other change (non-PAP);Tribe Mortgages;Change
;;;;;Beleggingsrekeningen/Eenvoudig Beleggen/2024-12-12 Beleggen jaaroverzicht 2024  EB  ZoB;3486;2024-12-12 00:00:00;2024-12-16 00:00:00;Communication;Tribe Investments;Change
;;;;;Doorlopend Krediet/Z_Other/2024-12-12 Lapwing heirs;3487;2024-12-12 00:00:00;2025-03-18 00:00:00;Communication;Consumer Lending & Insurance;Change
;;;;;Sparen/Groei Rekening/2024-12-12 Media communication product termination mono savings accounts;3489;2024-12-12 00:00:00;2025-02-21 00:00:00;Communication;Tribe Daily Banking & Digital First;Change
;;;;;Private Banking _ Wealth/Z_Other/2024-12-12 LinkedIn post  Beleggingsvisie 2025;3491;2024-12-12 00:00:00;2024-12-19 00:00:00;Communication;Private Banking & Wealth Mgt (Advice);Change
;;;;;Hypotheken - WUB/Unsecured mailen/2024-12-13 Unsecured mailen Usage EGeldgever;3492;2024-12-13 00:00:00;2025-04-17 00:00:00;Other change (non-PAP);Tribe Mortgages;Change
;;;;;Digital Sales/Personalization/2024-12-13 Multi Positioning for Insight Widgets;3493;2024-12-13 00:00:00;2025-01-26 00:00:00;Communication;Tribe Digital & Customer Interactions;Change
;;;;;Branding/Communication/2024-12-13 Branded partnership ING x The Headliner 2025;3494;2024-12-13 00:00:00;2025-03-27 00:00:00;Communication;CoE Communications & Brand Experience;Change
;;;;;Beleggingsrekeningen/Vermogensadvies/2024-12-13 Monthly reports Private markets in MBA;3496;2024-12-13 00:00:00;2024-12-23 00:00:00;Communication;Tribe Investments;Change
;;;;;Beleggingsrekeningen/Z_Other/2024-12-18 ING Nieuwsbrief Januari 2025;3502;2024-12-18 00:00:00;2024-12-18 00:00:00;Communication;Tribe Investments;Change
;;;;;Hypotheken/ILM/2024-12-18 7701461 Maintenance Beheerbeleid;3503;2024-12-18 00:00:00;2025-01-14 00:00:00;Other change (non-PAP);Tribe Mortgages;Change
;;;;;Doorlopend Krediet/Z_Other/2024-12-19 Lapwing  Compensate below 50 euros;3511;2024-12-19 00:00:00;2025-04-07 00:00:00;Communication;Consumer Lending & Insurance;Change
;;;;;Digital Sales/Mortgages/2024-12-23 Nieuwbouw category page;3515;2024-12-23 00:00:00;2024-12-23 00:00:00;Communication;Tribe Digital & Customer Interactions;Change
;;;;;Hypotheken - WUB/Z_Other/2025-01-06 Review verhuurbeleid en Inkomen uit verhuur;3522;2025-01-06 00:00:00;2025-03-25 00:00:00;Other change (non-PAP);Tribe Mortgages;Change
;;;;;Digital Sales/Consumer Loans/2025-01-07 Loans  acovs lenght;3523;2025-01-07 00:00:00;2025-01-10 00:00:00;Communication;Tribe Digital & Customer Interactions;Change
;;;;;Fraud/Communication/2025-01-08 Commercial Check the Call;3527;2025-01-08 00:00:00;2025-03-07 00:00:00;Communication;Tribe Fraud & Cyber Security;Change
;;;;;Beleggingsrekeningen/Eenvoudig Beleggen/2025-01-09 Eenvoudig Beleggen cashback Q4 2024  extension;3530;2025-01-09 00:00:00;2025-01-15 00:00:00;Communication;Tribe Investments;Change
;;;;;Z_Other/Tribe Investments/2025-01-10 Beleggen Mail 2025;3533;2025-01-10 00:00:00;2025-02-26 00:00:00;Communication;Tribe Investments;Change
;;;;;Z_Other/Consumer Lending & Insurance/2025-01-10 GrossNet tool 2025;3535;2025-01-10 00:00:00;2025-02-04 00:00:00;Other change (non-PAP);Consumer Lending & Insurance;Change
;;;;;KYC/Process change/2025-01-12 KYCOKYCNL  Private banking PI Onboarding;3536;2025-01-12 00:00:00;2025-03-27 00:00:00;Other change (non-PAP);Tribe KYC Services;Change
;;;;;Private Banking _ Wealth/Campagnes/2025-01-13 Webpagina podcast Achter het Vermogen;3538;2025-01-13 00:00:00;2025-02-04 00:00:00;Communication;Private Banking & Wealth Mgt (Advice);Change
